user_id,passion,hobby,education_level,age,skills,openness,conscientiousness,extraversion,agreeableness,neuroticism,salary_importance,work_life_balance,career_title,risk_tolerance,creativity_score,analytical_thinking,people_orientation,detail_oriented,stress_tolerance
user_0888,Magic,Traveling,Associate's,62,"First Aid, Time Management",6,9,2,6,4,6,8,Environmental Scientist,9.0,4.0,8.0,3.0,9.0,8.0
user_0889,Astronomy,Fishing,Master's,65,"Carpentry, Digital Marketing, Time Management",5,4,8,6,8,7,3,Environmental Scientist,6.0,9.0,5.0,6.0,4.0,6.0
user_0890,Collecting,Origami,Bachelor's,46,"Empathy, Project Management, Sewing",6,8,7,4,2,5,7,Farm Worker,3.0,10.0,8.0,9.0,6.0,7.0
user_0891,Technology,Reading,Bachelor's,60,"Carpentry, Project Management, Time Management",8,5,5,7,5,5,4,AI Engineer,2.0,7.0,6.0,4.0,5.0,4.0
user_0892,Travel,Reading,Bachelor's,43,"Conflict Resolution, Critical Thinking, Robotics",7,3,6,7,5,5,5,Psychologist,5.0,9.0,7.0,6.0,2.0,4.0
user_0893,Reading,Rock Climbing,Vocational,49,"Data Analysis, Negotiation",10,5,5,6,4,6,8,Lawyer,3.0,9.0,2.0,6.0,3.0,5.0
user_0894,Astronomy,Astronomy,Vocational,44,"Carpentry, Cooking, Critical Thinking, Financial Literacy, Programming",4,9,5,5,4,5,8,Social Worker,3.0,4.0,7.0,8.0,9.0,8.0
user_0895,Fitness,Fishing,Doctorate,41,"Negotiation, Time Management, Writing",8,10,3,6,2,7,5,Social Worker,2.0,5.0,7.0,4.0,8.0,7.0
user_0896,Psychology,Playing Guitar,Associate's,58,"Cooking, First Aid, Research, Singing, Time Management",9,3,5,6,5,10,5,Psychologist,8.0,10.0,3.0,6.0,6.0,6.0
user_0897,Photography,Singing,Vocational,49,"Cooking, Data Analysis, Leadership, Programming, Weightlifting",6,6,7,8,6,7,7,Biomedical Engineer,10.0,3.0,6.0,7.0,7.0,4.0
user_0898,History,Origami,Doctorate,35,"Electrical Repair, Video Editing",5,10,3,7,5,5,5,Farm Worker,10.0,4.0,8.0,3.0,8.0,8.0
user_0899,Cars,Reading,Associate's,40,"Cooking, First Aid, Project Management, Research, Singing",5,9,6,10,4,7,8,Electrician,10.0,8.0,5.0,6.0,9.0,7.0
user_0900,Dancing,Yoga,Doctorate,21,"Critical Thinking, Leadership, Research",10,7,7,3,4,6,8,Biomedical Engineer,10.0,10.0,7.0,10.0,4.0,5.0
user_0901,Fitness,Reading,High School,59,"Electrical Repair, Graphic Design, Negotiation, Sewing, UI/UX Design",8,9,9,3,3,6,5,Civil Engineer,6.0,5.0,7.0,10.0,8.0,6.0
user_0902,Gardening,Cycling,Associate's,47,"AI Prompt Engineering, Cybersecurity, Electrical Repair, Photography",9,3,3,7,5,5,7,Environmental Scientist,8.0,7.0,2.0,5.0,4.0,5.0
user_0904,Environment,Meditation,High School,50,"Cybersecurity, Empathy",5,6,7,7,4,7,8,Sales Representative,5.0,6.0,7.0,9.0,8.0,7.0
user_0905,Cooking,Scuba Diving,Vocational,23,"Cooking, Foreign Languages, Graphic Design, Negotiation",6,8,4,3,3,4,7,Social Worker,5.0,3.0,9.0,3.0,7.0,6.0
user_0906,Cars,Astronomy,Bachelor's,62,"Graphic Design, Robotics, Singing",5,7,4,6,1,6,8,Lawyer,1.0,3.0,8.0,4.0,6.0,6.0
user_0907,Fitness,Skiing,Bachelor's,52,"Empathy, First Aid",6,8,9,4,4,5,9,Registered Nurse,9.0,6.0,6.0,9.0,10.0,6.0
user_0908,Cars,Writing,Bachelor's,19,"Cybersecurity, Driving, Programming, Writing",9,7,1,8,8,4,6,Environmental Scientist,5.0,10.0,7.0,2.0,6.0,9.0
user_0909,Photography,Meditation,Bachelor's,18,"Cybersecurity, Graphic Design, Time Management, Weightlifting",5,9,6,9,7,7,9,Financial Analyst,8.0,5.0,10.0,9.0,6.0,7.0
user_0910,Entrepreneurship,Chess,Master's,27,"Critical Thinking, Data Analysis",9,7,2,7,6,5,7,Software Engineer,1.0,8.0,6.0,2.0,8.0,7.0
user_0911,Music,Video Gaming,Master's,59,"Carpentry, Data Analysis, Photography, Public Speaking, Video Editing",6,9,10,8,2,6,8,Farm Worker,5.0,6.0,9.0,9.0,10.0,7.0
user_0912,Fitness,Dancing,Bachelor's,21,"Robotics, Time Management, Weightlifting",10,8,5,5,5,5,7,Cybersecurity Specialist,2.0,9.0,10.0,5.0,7.0,4.0
user_0913,Cooking,Rock Climbing,Associate's,31,"AI Prompt Engineering, Cooking, Electrical Repair, Empathy, Video Editing",1,6,6,7,4,10,3,Cybersecurity Specialist,10.0,5.0,9.0,3.0,9.0,6.0
user_0914,Technology,Board Games,High School,32,"Critical Thinking, Programming",6,10,5,7,1,10,4,Data Scientist,7.0,4.0,8.0,6.0,8.0,6.0
user_0915,Travel,Swimming,Doctorate,41,"First Aid, Foreign Languages",5,6,7,8,4,6,9,Journalist,10.0,3.0,6.0,6.0,6.0,6.0
user_0916,Magic,Traveling,Vocational,25,"UI/UX Design, Weightlifting",5,9,6,7,3,5,9,Farm Worker,1.0,4.0,9.0,5.0,10.0,6.0
user_0917,Chess,Meditation,Doctorate,53,"Cybersecurity, First Aid, Programming, Time Management",5,6,8,10,6,8,6,Plumber,10.0,5.0,5.0,5.0,7.0,6.0
user_0918,Reading,Chess,High School,40,"Data Analysis, Programming",8,6,8,4,6,10,2,Software Engineer,4.0,9.0,7.0,7.0,4.0,7.0
user_0919,Travel,Playing Guitar,Doctorate,46,"Financial Literacy, Public Speaking",6,7,8,6,3,5,7,Plumber,10.0,6.0,5.0,9.0,7.0,5.0
user_0920,Writing,Collecting Stamps,Associate's,47,"Carpentry, Driving, Negotiation, Singing, Weightlifting",4,4,7,9,3,6,7,Construction Worker,9.0,3.0,9.0,9.0,3.0,7.0
user_0921,Photography,Photography,Associate's,41,"Graphic Design, UI/UX Design",10,4,6,6,4,8,4,Graphic Designer,1.0,6.0,6.0,4.0,5.0,4.0
user_0922,Fashion,Video Gaming,Master's,61,"Cooking, Public Speaking, Weightlifting",3,5,8,9,4,7,1,Journalist,2.0,7.0,8.0,7.0,5.0,7.0
user_0923,Meditation,Astronomy,Vocational,62,"Data Analysis, Foreign Languages, Graphic Design, Robotics, Weightlifting",6,7,5,3,1,6,3,Civil Engineer,6.0,6.0,7.0,3.0,5.0,7.0
user_0924,Magic,Running,Doctorate,28,"Cybersecurity, Driving, Research",9,6,8,5,6,7,3,Marketing Manager,2.0,8.0,6.0,5.0,4.0,8.0
user_0926,Dancing,Bird Watching,Vocational,22,"Critical Thinking, Digital Marketing, Sewing, Video Editing",6,10,3,4,5,6,4,Actor,4.0,7.0,6.0,2.0,10.0,7.0
user_0927,Dancing,Hiking,Vocational,61,"First Aid, Graphic Design",7,8,8,4,3,3,9,Chef,8.0,10.0,5.0,5.0,8.0,7.0
user_0928,Gardening,Knitting,Associate's,31,"AI Prompt Engineering, Foreign Languages, Time Management, UI/UX Design",8,8,5,10,4,6,9,Chef,9.0,3.0,6.0,7.0,6.0,7.0
user_0929,Technology,Reading,Associate's,62,"Conflict Resolution, Research, Sewing, Singing, Video Editing",6,9,3,8,4,9,2,Psychologist,10.0,1.0,9.0,5.0,9.0,6.0
user_0930,Art,Bird Watching,High School,48,"Digital Marketing, Empathy, Graphic Design, Singing",7,5,4,7,8,7,7,AI Engineer,6.0,7.0,3.0,5.0,5.0,7.0
user_0931,Fitness,Reading,Bachelor's,28,"Empathy, First Aid",7,9,9,3,5,6,7,Registered Nurse,5.0,8.0,9.0,9.0,8.0,6.0
user_0932,Sports,Scuba Diving,Master's,42,"First Aid, Time Management",8,5,8,8,4,8,4,Farm Worker,7.0,3.0,6.0,5.0,6.0,8.0
user_0934,Collecting,Writing,Master's,49,"Cybersecurity, Electrical Repair, Research",10,5,7,7,5,6,6,Psychologist,10.0,9.0,8.0,7.0,6.0,6.0
user_0935,Gaming,Chess,Master's,44,"Critical Thinking, Data Analysis, Programming",6,8,6,6,5,4,7,Software Engineer,6.0,7.0,8.0,5.0,8.0,7.0
user_0936,Chess,Chess,Master's,28,"Critical Thinking, Data Analysis",8,8,2,6,1,6,4,Data Scientist,6.0,8.0,8.0,5.0,7.0,6.0
user_0937,Sports,Bird Watching,High School,60,"Data Analysis, Foreign Languages, Time Management",10,10,3,6,6,4,8,Architect,9.0,5.0,7.0,6.0,9.0,6.0
user_0938,Psychology,Knitting,High School,41,"Leadership, Research",7,5,7,6,3,8,4,Mechanic,7.0,8.0,2.0,9.0,5.0,6.0
user_0939,Chess,Astronomy,Vocational,38,"Conflict Resolution, Research, Writing",6,6,7,4,2,5,9,Chef,5.0,7.0,6.0,10.0,9.0,6.0
user_0940,Fashion,Painting,Vocational,36,Graphic Design,9,8,7,5,5,7,5,Graphic Designer,10.0,10.0,6.0,7.0,5.0,6.0
user_0941,Meditation,Chess,Bachelor's,21,"Conflict Resolution, Cooking, Public Speaking, Sewing, Video Editing",7,7,1,5,4,5,7,Electrician,3.0,8.0,6.0,3.0,7.0,5.0
user_0942,Magic,Painting,Bachelor's,57,"Carpentry, Conflict Resolution, Digital Marketing, Financial Literacy, Sewing",6,6,9,5,2,6,8,Mechanic,2.0,5.0,10.0,9.0,8.0,8.0
user_0943,Entrepreneurship,Origami,Bachelor's,33,"Critical Thinking, Data Analysis, Programming",5,9,5,7,5,6,9,Software Engineer,3.0,5.0,7.0,4.0,6.0,4.0
user_0944,Astronomy,Knitting,Doctorate,55,"Cooking, Graphic Design, Writing",8,6,8,5,6,4,3,Social Worker,5.0,4.0,8.0,8.0,9.0,8.0
user_0945,Sports,Traveling,Associate's,36,"Cooking, UI/UX Design, Weightlifting",7,5,6,6,7,4,8,Journalist,7.0,7.0,4.0,7.0,5.0,5.0
user_0946,Gardening,Pottery,Doctorate,44,"AI Prompt Engineering, Driving, First Aid, Foreign Languages",8,5,6,7,7,7,6,Cybersecurity Specialist,10.0,7.0,6.0,7.0,6.0,6.0
user_0947,Gardening,Hiking,Bachelor's,55,"Data Analysis, Empathy, Weightlifting",10,5,7,6,5,4,3,Architect,2.0,8.0,8.0,5.0,4.0,7.0
user_0948,Photography,Knitting,Bachelor's,63,"Electrical Repair, Singing, Time Management, UI/UX Design",7,10,6,5,1,5,9,Construction Worker,9.0,7.0,8.0,10.0,8.0,6.0
user_0949,Meditation,Running,Bachelor's,18,"Photography, Research",6,6,4,9,2,4,8,AI Engineer,6.0,7.0,6.0,8.0,6.0,6.0
user_0950,Reading,Hiking,Associate's,21,"AI Prompt Engineering, Data Analysis, Financial Literacy, Foreign Languages, Writing",6,7,3,6,2,6,8,Sales Representative,3.0,4.0,9.0,5.0,8.0,5.0
user_0951,Languages,Gardening,High School,22,"Data Analysis, First Aid, Project Management, Singing",9,7,8,4,7,5,6,Environmental Scientist,9.0,10.0,5.0,9.0,5.0,5.0
user_0953,Photography,Collecting Stamps,Vocational,22,"Graphic Design, UI/UX Design",6,10,6,10,2,6,9,Graphic Designer,6.0,3.0,7.0,5.0,9.0,8.0
user_0954,Cooking,Origami,Vocational,32,"Data Analysis, Digital Marketing, Driving, Programming",9,9,1,5,6,4,4,Biomedical Engineer,6.0,7.0,6.0,5.0,6.0,7.0
user_0955,Dancing,Rock Climbing,High School,44,"Electrical Repair, Empathy, Project Management, Video Editing, Weightlifting",7,7,10,5,6,6,7,Electrician,3.0,6.0,9.0,10.0,7.0,10.0
user_0956,Languages,Origami,Master's,39,"AI Prompt Engineering, Leadership, Programming, Writing",9,5,7,6,5,7,7,Lawyer,6.0,10.0,2.0,8.0,4.0,6.0
user_0957,Meditation,Scuba Diving,Doctorate,42,"Photography, Research, Video Editing",5,6,4,8,4,6,7,Biomedical Engineer,8.0,6.0,6.0,4.0,10.0,8.0
user_0958,Photography,Knitting,Master's,48,"Driving, UI/UX Design",8,4,6,2,6,5,8,Statistician,4.0,7.0,2.0,8.0,3.0,6.0
user_0959,Technology,Knitting,High School,49,"Electrical Repair, Empathy, Foreign Languages, Graphic Design, UI/UX Design",10,2,4,7,7,8,5,Construction Worker,3.0,6.0,5.0,7.0,1.0,4.0
user_0960,Cooking,Cooking,Vocational,55,"Conflict Resolution, Public Speaking, Video Editing",9,7,5,7,5,6,5,Pilot,5.0,7.0,6.0,3.0,8.0,7.0
user_0961,Gaming,Gardening,Associate's,23,"Conflict Resolution, Critical Thinking, Electrical Repair, Project Management",2,9,4,5,5,6,4,HR Manager,2.0,8.0,3.0,4.0,5.0,7.0
user_0962,Writing,Playing Guitar,High School,57,"Financial Literacy, Time Management",5,9,4,4,3,3,8,Social Worker,9.0,5.0,10.0,3.0,10.0,8.0
user_0963,Technology,Video Gaming,High School,30,"Data Analysis, Programming",6,7,4,7,2,5,7,Software Engineer,9.0,4.0,8.0,7.0,6.0,4.0
user_0964,Languages,Reading,Associate's,28,"Leadership, Programming, Robotics, Weightlifting",10,7,3,4,4,7,9,Electrician,6.0,5.0,7.0,6.0,7.0,7.0
user_0965,Acting,Playing Guitar,Master's,41,"Carpentry, Cybersecurity, Digital Marketing, Electrical Repair",3,8,4,6,3,7,7,Plumber,10.0,5.0,8.0,3.0,8.0,7.0
user_0966,Music,Yoga,Bachelor's,51,"Driving, Empathy, Sewing, Singing, Video Editing",10,6,7,9,6,4,9,Civil Engineer,10.0,10.0,5.0,4.0,6.0,5.0
user_0967,Meditation,Baking,Bachelor's,34,"Carpentry, Conflict Resolution, Leadership, Project Management, Writing",5,7,6,9,4,6,4,HR Manager,3.0,7.0,6.0,6.0,5.0,6.0
user_0968,Chess,Swimming,Bachelor's,42,"Cooking, Negotiation, Programming, Writing",9,5,5,4,6,7,8,Biomedical Engineer,3.0,10.0,3.0,9.0,5.0,6.0
user_0969,Environment,Baking,Vocational,59,"Digital Marketing, Programming, Project Management, Video Editing",5,5,5,4,2,10,2,Actor,10.0,7.0,5.0,1.0,7.0,7.0
user_0970,Chess,Hiking,Bachelor's,26,"Digital Marketing, Financial Literacy, Project Management, Public Speaking, Weightlifting",6,7,7,5,3,6,7,Construction Worker,3.0,4.0,8.0,4.0,9.0,10.0
user_0971,Cars,Rock Climbing,Bachelor's,22,"Leadership, Negotiation, Robotics, Singing",9,6,8,6,5,5,9,Statistician,8.0,8.0,8.0,9.0,3.0,8.0
user_0972,Magic,Pottery,Vocational,18,"Empathy, Project Management",6,9,2,5,5,4,9,Chef,7.0,7.0,8.0,2.0,8.0,7.0
user_0973,Music,Video Gaming,Bachelor's,39,"AI Prompt Engineering, Cooking, Critical Thinking, Negotiation, Public Speaking",6,8,9,6,2,6,7,Construction Worker,4.0,6.0,8.0,6.0,7.0,7.0
user_0975,Photography,Gardening,High School,37,"Photography, Project Management",5,6,6,6,4,4,6,AI Engineer,8.0,7.0,7.0,7.0,6.0,6.0
user_0976,Sports,Traveling,Vocational,18,"Carpentry, Conflict Resolution",8,5,5,7,5,7,9,Sales Representative,9.0,10.0,6.0,6.0,4.0,6.0
user_0979,Fitness,Bird Watching,Doctorate,43,"Critical Thinking, Time Management",5,9,2,6,1,7,8,Social Worker,4.0,6.0,8.0,6.0,5.0,8.0
user_0980,Chess,Painting,High School,62,"Empathy, Foreign Languages, Time Management, Video Editing",8,8,9,4,3,4,5,Farm Worker,10.0,8.0,7.0,9.0,7.0,9.0
user_0982,Astronomy,Traveling,Bachelor's,55,"Conflict Resolution, Foreign Languages, Video Editing",5,6,4,7,3,6,6,Statistician,5.0,6.0,8.0,4.0,6.0,6.0
user_0983,Gardening,Meditation,Bachelor's,23,"Graphic Design, Research",6,8,2,5,3,3,5,Biomedical Engineer,7.0,3.0,5.0,3.0,8.0,8.0
user_0984,Cooking,Yoga,Associate's,44,"Critical Thinking, Empathy, First Aid",3,7,4,6,7,4,7,Registered Nurse,9.0,6.0,10.0,6.0,7.0,9.0
user_0985,Volunteering,Reading,Associate's,28,"Critical Thinking, Empathy, First Aid",4,9,6,7,4,7,9,Registered Nurse,3.0,5.0,7.0,7.0,5.0,5.0
user_0986,Fashion,Photography,Bachelor's,21,"Graphic Design, UI/UX Design",5,7,5,5,3,6,8,Graphic Designer,4.0,6.0,6.0,3.0,8.0,4.0
user_0987,Magic,Playing Guitar,Associate's,60,"Digital Marketing, Electrical Repair, Photography, Project Management",6,8,4,4,4,2,8,Actor,10.0,5.0,8.0,4.0,8.0,8.0
user_0988,Reading,Photography,Associate's,42,"Empathy, Leadership, Public Speaking",9,3,6,9,6,6,9,Elementary Teacher,5.0,8.0,7.0,4.0,3.0,3.0
user_0989,Art,Dancing,Vocational,43,"Graphic Design, Negotiation, Public Speaking",8,7,2,6,5,6,8,Journalist,8.0,6.0,7.0,3.0,8.0,8.0
user_0990,Psychology,Rock Climbing,Associate's,46,"Cooking, Empathy, Robotics",7,9,3,5,3,5,7,Actor,6.0,4.0,7.0,3.0,10.0,6.0
user_0991,Writing,Bird Watching,Associate's,27,"Project Management, Weightlifting",6,9,3,6,5,7,4,Lawyer,2.0,3.0,9.0,8.0,10.0,5.0
user_0992,Art,Board Games,High School,58,"AI Prompt Engineering, Cooking, Cybersecurity, Research",10,7,6,7,5,8,4,Lawyer,9.0,10.0,7.0,7.0,5.0,6.0
user_0993,Acting,Fishing,Doctorate,60,"Leadership, Time Management, Video Editing, Weightlifting",4,8,1,7,4,7,8,Financial Analyst,2.0,5.0,6.0,3.0,9.0,7.0
user_0994,Fitness,Running,Bachelor's,20,"Cooking, Foreign Languages, Programming, Time Management",5,6,9,4,4,7,6,Architect,2.0,7.0,8.0,10.0,6.0,10.0
user_0995,Gardening,Singing,Master's,32,"Conflict Resolution, Critical Thinking, Financial Literacy, First Aid, Weightlifting",5,10,7,8,3,5,5,UX Designer,3.0,3.0,4.0,3.0,7.0,6.0
user_0996,Photography,Gardening,Vocational,46,"Foreign Languages, Programming, Video Editing",8,8,7,4,4,7,4,Social Worker,8.0,8.0,8.0,7.0,8.0,7.0
user_0997,Collecting,Baking,Doctorate,37,"Time Management, Writing",3,7,6,6,6,4,6,Social Worker,3.0,5.0,8.0,4.0,9.0,9.0
user_0998,DIY,Fishing,Vocational,52,"Driving, Foreign Languages, Programming",4,9,5,6,6,8,6,Architect,7.0,5.0,10.0,2.0,6.0,10.0
user_0999,DIY,Baking,Associate's,28,"Carpentry, Driving, First Aid, Foreign Languages",7,7,4,6,3,7,9,UX Designer,4.0,7.0,7.0,1.0,6.0,8.0
user_1000,Psychology,Running,Doctorate,22,"Conflict Resolution, Project Management",8,8,4,3,5,4,7,Architect,8.0,7.0,5.0,2.0,8.0,7.0
user_1001,Fashion,Fishing,High School,50,"AI Prompt Engineering, Data Analysis, Driving, Leadership, Writing",5,2,6,2,6,3,7,Environmental Scientist,,,,,,
user_1003,Environment,Video Gaming,Bachelor's,38,"Electrical Repair, Photography, Public Speaking, Weightlifting",4,1,10,6,1,6,6,Architect,,,,,,
user_1004,Volunteering,Running,High School,55,"Empathy, Singing, Writing",6,2,10,1,6,4,5,Biomedical Engineer,,,,,,
user_1005,Acting,Scuba Diving,Associate's,42,"Conflict Resolution, Cooking, First Aid",7,2,9,6,2,8,5,Dentist,,,,,,
user_1006,Writing,Rock Climbing,Vocational,51,"Data Analysis, Negotiation",2,5,6,6,2,3,10,HR Manager,,,,,,
user_1007,Environment,Running,Master's,23,"Critical Thinking, Driving, Singing, UI/UX Design",2,7,1,5,7,2,6,Cybersecurity Specialist,,,,,,
user_1009,Gaming,Reading,Bachelor's,37,"Critical Thinking, Data Analysis, Programming",4,10,7,4,9,5,6,Software Engineer,,,,,,
user_1010,History,Rock Climbing,High School,63,"AI Prompt Engineering, Financial Literacy, First Aid, Programming, Writing",2,7,10,4,5,3,10,Electrician,,,,,,
user_1011,DIY,Gardening,Doctorate,22,"Data Analysis, First Aid, Photography, Project Management, Time Management",1,4,2,1,7,2,6,Electrician,,,,,,
user_1012,Entrepreneurship,Writing,Master's,61,"Conflict Resolution, Driving, Electrical Repair, Photography",3,4,7,6,4,4,8,Lawyer,,,,,,
user_1013,Cooking,Gardening,High School,65,"Critical Thinking, Data Analysis, Foreign Languages, Leadership, Photography",5,3,5,5,3,7,1,Farm Worker,,,,,,
user_1014,Photography,Video Gaming,Vocational,62,"First Aid, Robotics, Video Editing, Writing",3,8,4,8,3,1,4,Journalist,,,,,,
user_1015,DIY,Dancing,Master's,34,"Conflict Resolution, First Aid",9,5,7,1,2,10,2,Marketing Manager,,,,,,
user_1016,Magic,Pottery,Vocational,58,"Cooking, Leadership, Programming, Project Management, Sewing",9,7,10,6,1,8,4,Actor,,,,,,
user_1017,Cars,Knitting,Doctorate,56,"AI Prompt Engineering, Data Analysis, Video Editing, Writing",4,4,6,1,6,6,8,Financial Analyst,,,,,,
user_1018,Technology,Video Gaming,High School,28,"Critical Thinking, Data Analysis, Programming",9,8,3,4,4,4,6,Software Engineer,,,,,,
user_1019,Cars,Meditation,Bachelor's,31,"Cooking, UI/UX Design",4,10,2,2,5,10,9,Marketing Manager,,,,,,
user_1020,Meditation,Bird Watching,Vocational,44,"Data Analysis, Graphic Design, Leadership, Time Management",4,10,5,1,7,6,6,UX Designer,,,,,,
user_1021,Sports,Hiking,Vocational,28,"Carpentry, Empathy, Public Speaking",4,4,4,3,5,8,1,Dentist,,,,,,
user_1022,Cars,Board Games,Associate's,61,"Cybersecurity, Graphic Design, Project Management, Robotics, Weightlifting",3,8,7,1,3,6,1,Construction Worker,,,,,,
user_1023,Dancing,Board Games,Doctorate,46,"Critical Thinking, Data Analysis, Programming",3,10,9,10,4,8,7,Data Scientist,,,,,,
user_1024,Magic,Baking,High School,30,"Critical Thinking, Electrical Repair, Sewing, Singing, Video Editing",2,10,2,3,1,4,9,Financial Analyst,,,,,,
user_1025,Cooking,Running,Vocational,26,"Leadership, Public Speaking, UI/UX Design",10,9,2,4,9,9,2,Social Worker,,,,,,
user_1026,Acting,Singing,Vocational,20,"Conflict Resolution, Photography, Project Management, Robotics, Writing",4,2,9,3,10,8,2,Architect,,,,,,
user_1027,Gardening,Reading,High School,18,"Driving, Sewing",1,1,2,6,3,10,2,Plumber,,,,,,
user_1029,Cooking,Singing,Associate's,50,"Cooking, Video Editing",8,1,9,7,8,1,1,Civil Engineer,,,,,,
user_1030,Gardening,Photography,Associate's,64,"Leadership, Project Management, Time Management, Video Editing",2,4,7,3,5,9,4,Journalist,,,,,,
user_1031,DIY,Gardening,Master's,63,"Financial Literacy, Writing",1,7,4,4,7,10,10,AI Engineer,,,,,,
user_1032,Art,Gardening,Bachelor's,28,"Graphic Design, UI/UX Design",5,3,9,8,8,4,9,Graphic Designer,,,,,,
user_1033,Acting,Writing,High School,27,"AI Prompt Engineering, Carpentry, Critical Thinking, Driving, Empathy",9,10,5,7,5,3,1,Electrician,,,,,,
user_1034,Volunteering,Rock Climbing,Bachelor's,40,"Empathy, Leadership, Public Speaking",6,5,1,3,7,4,6,Elementary Teacher,,,,,,
user_1035,Entrepreneurship,Yoga,Bachelor's,35,"Leadership, Robotics, Time Management, UI/UX Design",1,4,2,6,4,9,9,Pilot,,,,,,
user_1036,Psychology,Gardening,Doctorate,62,"Critical Thinking, Driving, Financial Literacy, Public Speaking",1,5,4,4,4,4,6,Cybersecurity Specialist,,,,,,
user_1037,Photography,Astronomy,Vocational,24,"Cybersecurity, Data Analysis",10,8,9,8,2,9,1,Mechanic,,,,,,
user_1038,Acting,Knitting,Doctorate,38,"Foreign Languages, Public Speaking, Weightlifting",1,2,2,10,9,8,6,Financial Analyst,,,,,,
user_1039,Music,Reading,Vocational,31,"Programming, Research",10,2,6,7,2,9,3,Statistician,,,,,,
user_1040,Psychology,Bird Watching,Associate's,64,"AI Prompt Engineering, Data Analysis, Empathy, Robotics",7,1,10,4,7,6,10,Journalist,,,,,,
user_1041,Dancing,Rock Climbing,Master's,58,"Critical Thinking, Data Analysis, Digital Marketing, Singing",4,7,9,8,6,1,10,Actor,,,,,,
user_1042,Volunteering,Painting,High School,33,"Cooking, First Aid, Foreign Languages, Graphic Design, UI/UX Design",1,5,3,9,9,7,1,Biomedical Engineer,,,,,,
user_1043,Languages,Baking,High School,51,"Data Analysis, Empathy",3,7,1,1,4,1,9,Lawyer,,,,,,
user_1044,Acting,Writing,Bachelor's,22,"Carpentry, Data Analysis, Empathy, Photography",4,5,6,6,1,7,9,AI Engineer,,,,,,
user_1045,Environment,Running,Doctorate,27,"First Aid, Leadership, Robotics",5,1,2,4,5,9,1,Lawyer,,,,,,
user_1047,Psychology,Photography,Associate's,36,"Cybersecurity, Programming, UI/UX Design",8,5,10,3,7,10,10,Sales Representative,,,,,,
user_1048,History,Board Games,Master's,65,"Critical Thinking, Graphic Design, Leadership, Project Management, Weightlifting",9,6,10,7,10,4,3,Journalist,,,,,,
user_1049,History,Astronomy,Vocational,29,"Carpentry, Data Analysis, Robotics",4,5,3,7,7,10,9,Sales Representative,,,,,,
user_1050,Cars,Cycling,Bachelor's,44,"Electrical Repair, Financial Literacy",3,4,5,9,4,9,10,AI Engineer,,,,,,
user_1051,Chess,Running,High School,36,"Negotiation, Weightlifting",7,2,3,10,10,7,6,Dentist,,,,,,
user_1052,Acting,Swimming,Doctorate,35,"Research, Singing",7,10,7,6,7,2,4,Dentist,,,,,,
user_1053,Volunteering,Fishing,Master's,39,"First Aid, Robotics",4,5,7,9,3,4,10,Actor,,,,,,
user_1054,Photography,Reading,High School,60,"AI Prompt Engineering, Graphic Design, UI/UX Design, Video Editing, Weightlifting",1,2,7,9,4,2,2,Environmental Scientist,,,,,,
user_1055,Art,Collecting Stamps,Doctorate,35,"Critical Thinking, Financial Literacy",10,2,6,1,8,7,3,Social Worker,,,,,,
user_1056,Technology,Playing Guitar,Doctorate,35,"Electrical Repair, Programming, Weightlifting, Writing",8,10,5,7,3,1,8,Mechanic,,,,,,
user_1057,Technology,Chess,Master's,34,"Data Analysis, Programming",5,1,7,9,9,5,2,Software Engineer,,,,,,
user_1058,Gardening,Dancing,Doctorate,28,"Negotiation, UI/UX Design, Video Editing",2,8,9,2,8,1,4,UX Designer,,,,,,
user_1059,Reading,Pottery,Master's,30,"Empathy, Leadership, Public Speaking",2,4,4,8,2,9,5,Elementary Teacher,,,,,,
user_1060,Entrepreneurship,Gardening,Bachelor's,49,"Critical Thinking, Empathy, First Aid",8,4,5,2,7,8,9,Registered Nurse,,,,,,
user_1061,Cooking,Chess,Master's,27,"Critical Thinking, Data Analysis, Programming",3,10,9,6,8,10,8,Data Scientist,,,,,,
user_1062,Photography,Photography,Bachelor's,43,UI/UX Design,7,2,8,8,1,7,8,Graphic Designer,,,,,,
user_1063,Gaming,Painting,High School,60,"Carpentry, Digital Marketing, Financial Literacy",6,6,3,2,7,6,1,AI Engineer,,,,,,
user_1064,DIY,Photography,Master's,59,"Graphic Design, Project Management, Time Management",6,10,7,8,10,1,9,Civil Engineer,,,,,,
user_1065,Fitness,Astronomy,Master's,19,"Project Management, UI/UX Design, Weightlifting",1,6,1,10,4,9,7,Architect,,,,,,
user_1066,Collecting,Baking,Master's,50,"Financial Literacy, Graphic Design",5,6,8,9,9,8,1,Psychologist,,,,,,
user_1067,Entrepreneurship,Bird Watching,Vocational,52,"AI Prompt Engineering, Programming, UI/UX Design",8,5,7,2,10,2,8,Farm Worker,,,,,,
user_1068,History,Meditation,Bachelor's,50,"Conflict Resolution, Cooking, Cybersecurity, Project Management, Robotics",9,10,4,8,1,9,6,Plumber,,,,,,
user_1069,Sports,Origami,High School,60,"AI Prompt Engineering, Empathy, Sewing, Video Editing",6,8,10,1,1,2,3,HR Manager,,,,,,
user_1070,Photography,Photography,Associate's,39,"Graphic Design, UI/UX Design",9,10,5,7,4,4,9,Graphic Designer,,,,,,
