user_id,openness,conscientiousness,extraversion,agreeableness,neuroticism,risk_tolerance,creativity_score,analytical_thinking,people_orientation,detail_oriented,stress_tolerance
user_0514,5,10,5,7,1,4,5,9,6,7,8
user_0515,9,6,9,5,6,3,10,5,7,7,6
user_0516,10,6,9,5,2,3,6,8,10,7,9
user_0517,8,4,3,6,6,1,9,7,3,6,8
user_0518,9,3,6,5,6,5,10,3,4,4,5
user_0519,5,8,4,7,5,10,2,8,5,7,5
user_0520,6,7,9,5,1,8,6,9,8,6,6
user_0521,7,7,4,7,8,8,9,9,3,6,6
user_0522,10,4,7,6,5,5,10,6,7,5,8
user_0523,10,6,7,4,9,7,8,5,8,6,5
user_0524,9,8,7,5,4,9,10,5,10,8,6
user_0525,4,7,6,7,5,8,4,8,2,10,7
user_0526,4,6,6,6,3,2,4,6,5,4,3
user_0527,6,7,5,7,5,1,3,10,4,6,6
user_0528,7,10,5,10,4,6,7,4,5,5,6
user_0529,4,9,6,7,6,5,5,7,7,8,6
user_0530,10,8,1,4,6,2,7,8,5,9,6
user_0531,8,4,8,7,5,10,10,4,5,3,7
user_0532,4,10,3,7,3,1,4,6,4,8,7
user_0533,6,6,5,6,4,5,5,7,4,8,10
user_0534,4,8,5,8,2,1,4,8,3,8,6
user_0535,4,8,1,5,3,3,8,7,1,5,7
user_0536,6,7,7,10,4,9,7,4,5,4,7
user_0537,9,6,8,4,4,8,7,8,7,5,4
user_0538,5,6,7,5,4,3,8,10,5,8,8
user_0539,4,8,3,9,5,7,5,10,2,7,10
user_0540,8,6,8,6,2,8,10,6,9,3,6
user_0541,6,7,4,6,3,8,8,5,5,7,5
user_0542,6,7,7,7,2,7,7,7,6,7,9
user_0543,7,6,10,5,3,6,7,9,8,6,10
user_0544,8,5,8,5,6,2,9,5,9,6,7
user_0545,5,7,2,5,5,3,5,5,6,8,10
user_0546,6,8,10,4,5,7,9,7,8,6,8
user_0547,9,6,9,4,2,8,9,6,8,5,6
user_0548,9,8,8,5,3,7,9,7,8,7,6
user_0549,8,8,4,6,1,9,7,8,4,6,8
user_0550,7,9,3,9,5,8,6,7,3,4,4
user_0551,9,8,4,3,4,6,9,6,1,7,7
user_0552,7,9,9,6,5,6,4,8,9,6,10
user_0553,6,7,5,5,3,7,7,9,4,7,7
user_0554,7,6,5,6,3,9,9,6,3,6,6
user_0555,8,10,5,5,3,1,3,10,4,7,6
user_0556,8,6,7,6,4,9,7,6,9,5,5
user_0557,4,6,6,10,5,7,7,8,8,7,8
user_0558,7,7,3,5,3,4,5,6,4,5,6
user_0559,7,10,7,7,5,6,3,8,1,10,5
user_0560,4,8,3,7,5,8,2,9,4,9,7
user_0561,9,5,7,7,5,8,10,4,7,7,6
user_0562,6,10,5,6,3,1,2,7,3,8,8
user_0563,8,2,5,7,8,5,8,5,8,3,5
user_0564,3,10,5,7,2,3,6,10,3,8,7
user_0565,8,7,4,8,5,8,4,7,10,10,6
user_0566,9,6,7,7,3,8,8,7,7,8,8
user_0567,7,6,4,3,4,1,5,9,5,5,4
user_0568,10,6,7,10,3,10,10,6,10,6,7
user_0569,4,7,2,6,3,4,3,9,3,6,8
user_0570,10,3,8,4,7,3,10,5,6,5,6
user_0571,6,7,9,5,3,9,3,9,9,6,5
user_0572,8,6,5,6,5,9,7,8,3,8,9
user_0573,5,9,5,8,4,2,4,3,6,7,7
user_0574,8,5,8,6,5,2,8,5,9,4,5
user_0575,6,5,7,6,2,2,6,6,7,6,8
user_0576,9,4,10,3,4,3,8,6,7,5,5
user_0577,6,7,5,6,5,5,5,7,6,7,9
user_0578,7,8,6,5,4,5,3,9,4,9,6
user_0579,4,5,7,10,4,8,6,6,9,4,6
user_0580,3,3,7,9,4,4,5,10,6,7,7
user_0581,6,6,6,10,6,9,6,3,6,10,7
user_0582,10,7,7,5,2,7,10,3,7,3,6
user_0583,9,5,5,8,5,10,6,4,7,5,3
user_0584,4,8,3,8,4,3,4,6,7,7,8
user_0585,6,6,1,2,5,2,5,10,2,6,8
user_0586,7,7,9,4,1,7,4,4,8,7,8
user_0587,8,9,8,3,3,9,6,7,7,7,8
user_0588,6,8,9,4,5,1,5,5,9,6,7
user_0589,3,10,10,3,1,5,9,6,7,4,8
user_0590,5,9,1,3,4,10,7,5,5,8,6
user_0591,4,5,4,8,2,8,4,8,1,10,9
user_0592,6,7,5,6,3,3,4,9,1,8,9
user_0593,7,7,7,9,2,9,4,8,7,8,6
user_0594,4,5,7,5,7,6,6,8,4,8,3
user_0595,5,9,9,3,4,9,8,7,10,5,10
user_0596,6,8,2,7,4,9,7,7,4,7,4
user_0597,4,10,7,6,7,8,6,8,8,7,7
user_0598,8,8,10,2,4,4,6,10,9,8,7
user_0599,8,8,10,6,7,4,9,4,8,6,7
user_0600,5,9,3,7,5,7,5,10,3,9,9
user_0601,7,4,5,6,5,7,10,4,4,6,7
user_0602,7,8,4,7,5,6,6,10,4,7,5
user_0603,10,6,10,5,4,8,10,7,5,3,7
user_0604,7,5,8,4,2,7,10,7,5,7,5
user_0605,7,8,10,8,5,3,5,7,9,4,8
user_0606,8,8,6,10,5,1,8,7,8,10,6
user_0607,9,6,6,10,6,9,8,3,8,6,6
user_0608,5,6,5,7,6,6,3,7,3,6,5
user_0609,8,8,5,6,3,2,5,7,1,8,8
user_0610,7,8,3,4,4,8,7,6,4,8,9
user_0611,7,8,2,6,3,9,9,10,2,8,8
user_0612,7,5,7,7,4,1,4,8,5,7,7
user_0613,9,6,6,6,7,3,8,7,10,4,9
user_0614,6,6,9,9,3,3,4,8,6,7,5
user_0615,7,7,3,7,5,8,7,8,3,5,6
user_0616,8,6,2,4,5,5,6,7,2,8,10
user_0617,7,9,7,3,6,10,6,9,8,7,7
user_0618,8,6,7,4,5,7,9,5,6,8,5
user_0619,10,5,5,8,4,2,8,6,9,5,5
user_0620,7,6,2,7,1,6,5,5,3,7,8
user_0621,5,6,7,8,2,9,8,7,4,7,8
user_0622,7,7,6,7,3,6,3,7,5,6,4
user_0623,10,5,7,8,5,8,9,3,8,7,7
user_0624,6,7,3,2,3,9,7,7,4,6,7
user_0625,7,6,5,7,4,10,8,8,4,5,5
user_0626,7,7,7,6,4,4,4,10,1,6,7
user_0627,10,7,7,6,4,5,10,6,9,7,6
user_0628,8,6,6,5,5,2,9,6,6,3,5
user_0629,6,7,8,10,4,2,5,5,8,9,7
user_0630,5,10,4,6,2,2,7,6,2,7,8
user_0631,5,4,8,10,2,3,7,5,8,6,6
user_0632,9,7,6,6,6,5,10,9,7,7,7
user_0633,9,7,3,7,4,1,5,7,4,10,6
user_0634,8,5,8,5,3,1,7,9,8,8,8
user_0635,5,7,8,5,4,6,7,7,10,6,9
user_0636,10,6,6,7,1,7,6,10,6,5,10
user_0637,10,6,6,8,8,4,10,4,3,3,6
user_0638,4,8,6,8,3,7,6,9,5,10,7
user_0639,8,6,4,6,4,3,6,8,2,10,6
user_0640,6,4,4,6,4,3,10,5,5,6,8
user_0641,8,6,3,6,5,10,10,7,4,7,6
user_0642,6,7,1,6,4,7,4,6,6,8,8
user_0643,3,7,6,7,3,4,5,7,7,10,8
user_0644,5,3,4,6,5,10,5,4,6,7,6
user_0645,6,4,4,8,7,4,7,3,6,1,5
user_0646,5,8,5,8,2,5,4,5,8,5,6
user_0647,5,5,6,9,3,5,7,5,6,7,7
user_0648,10,5,8,2,2,1,10,7,6,5,6
user_0649,7,4,2,5,5,8,9,7,1,8,6
user_0650,7,6,10,6,2,9,7,9,10,7,8
user_0651,10,3,7,4,7,2,8,6,7,3,3
user_0652,8,8,5,8,5,6,4,9,7,2,6
user_0653,4,8,4,8,5,5,5,8,4,9,9
user_0654,10,6,10,7,3,7,10,4,9,5,8
user_0655,10,1,5,5,5,5,9,3,6,6,6
user_0656,5,8,7,7,4,5,3,6,8,8,4
user_0657,8,7,6,9,5,7,10,7,6,5,4
user_0658,5,6,7,5,4,8,7,7,2,8,10
user_0659,7,8,3,3,7,4,8,10,3,6,6
user_0660,5,5,9,8,2,10,7,6,6,4,4
user_0661,5,8,10,6,3,10,4,6,9,6,7
user_0662,8,9,7,9,5,5,6,9,10,5,8
user_0663,4,8,4,5,4,7,4,8,6,7,6
user_0664,4,8,8,4,2,1,6,8,7,7,8
user_0665,3,10,3,5,2,1,7,9,3,10,7
user_0666,5,8,3,7,3,8,7,7,7,8,7
user_0667,7,7,5,1,2,5,4,6,3,8,6
user_0668,6,7,4,6,5,4,7,8,2,7,8
user_0669,4,9,6,6,4,6,5,8,3,6,9
user_0670,9,3,6,7,6,4,7,6,8,3,7
user_0671,6,8,1,4,3,5,3,8,5,10,8
user_0672,10,8,10,6,2,3,10,7,7,8,5
user_0673,10,7,8,2,4,2,10,4,7,4,4
user_0674,10,4,8,4,5,1,10,7,8,10,8
user_0675,4,7,6,3,2,8,5,6,9,7,8
user_0676,9,6,3,6,2,10,4,8,4,10,6
user_0677,8,7,9,8,1,3,7,10,9,10,8
user_0678,7,8,1,4,3,5,9,9,4,9,7
user_0679,8,8,9,5,5,7,6,9,7,6,6
user_0680,8,4,8,6,5,4,10,7,9,4,4
user_0681,7,3,3,9,4,9,8,3,8,4,7
user_0682,7,5,7,2,1,9,7,5,6,7,8
user_0683,7,10,3,7,5,5,4,6,4,8,8
user_0684,6,6,2,6,4,3,4,9,1,7,8
user_0685,6,7,10,4,7,8,7,8,9,10,9
user_0686,4,6,4,3,4,5,8,8,3,7,6
user_0687,8,8,10,6,4,6,10,7,6,5,8
user_0688,6,8,1,5,1,2,4,8,2,7,10
user_0689,6,6,5,8,5,2,4,4,9,6,7
user_0690,10,10,5,7,4,4,8,3,5,4,8
user_0691,7,8,4,5,3,7,6,6,3,6,9
user_0692,2,10,2,7,5,9,4,6,7,10,8
user_0693,7,7,9,4,1,2,5,8,7,7,9
user_0694,4,9,4,5,5,7,6,10,3,7,9
user_0695,7,9,5,7,2,5,9,5,5,7,5
user_0696,3,10,2,5,2,2,2,9,7,10,7
user_0697,7,7,7,8,5,6,6,6,6,6,5
user_0698,8,5,10,7,7,5,10,6,9,8,9
user_0699,3,10,4,5,2,7,4,6,8,8,8
user_0700,6,9,5,7,3,6,5,9,3,7,7
user_0701,9,5,5,5,6,4,9,10,6,10,4
user_0702,6,7,8,10,4,1,6,6,5,8,6
user_0703,8,6,4,7,5,9,5,9,3,7,7
user_0704,4,7,9,4,6,10,8,5,7,4,9
user_0705,10,4,7,4,7,2,8,5,6,3,7
user_0706,10,6,9,6,5,8,7,5,7,8,5
user_0707,10,6,6,6,5,5,8,5,7,8,10
user_0708,10,4,5,7,6,7,10,7,10,6,7
user_0709,8,9,2,5,4,3,4,8,1,8,5
user_0710,7,10,1,7,6,1,5,10,3,6,9
user_0711,6,7,9,5,4,8,6,5,8,4,7
user_0712,6,8,5,4,6,2,7,10,3,6,5
user_0713,8,3,6,6,8,9,6,5,7,5,4
user_0714,8,4,7,7,5,7,9,4,6,4,3
user_0715,1,7,7,6,5,6,6,7,3,9,8
user_0716,10,7,6,6,4,9,6,7,6,4,7
user_0717,6,6,7,6,3,10,5,9,6,8,6
user_0718,9,5,7,6,7,3,10,7,6,5,8
user_0719,6,6,8,7,5,2,7,3,10,6,10
user_0720,6,8,3,7,5,8,6,8,3,10,10
user_0721,5,9,6,5,1,7,5,9,7,7,6
user_0722,10,7,7,5,4,1,7,7,10,6,10
user_0723,10,2,7,10,4,6,8,5,7,6,6
user_0724,7,7,7,8,5,8,10,4,7,3,7
user_0725,7,6,5,8,6,4,5,6,7,4,9
user_0726,6,6,5,7,5,6,8,7,4,7,4
user_0727,10,8,4,8,4,6,7,9,4,8,8
user_0728,2,9,6,6,6,6,3,7,4,8,6
user_0729,6,10,6,5,6,7,6,9,5,9,7
user_0730,2,7,8,4,4,4,6,6,7,6,6
user_0731,7,7,3,6,5,8,3,9,6,6,8
user_0732,7,6,4,3,3,4,10,6,5,8,9
user_0733,10,5,7,6,5,10,10,7,8,3,7
user_0734,10,9,7,8,5,1,8,7,1,8,5
user_0735,5,8,5,4,3,6,4,6,2,6,5
user_0736,7,5,6,8,7,3,10,5,6,3,3
user_0737,4,8,5,5,5,10,7,10,3,6,8
user_0738,9,5,6,4,6,2,10,5,7,5,5
user_0739,7,8,3,4,3,9,6,7,4,8,6
user_0740,10,5,5,6,6,10,6,7,7,5,3
user_0741,8,5,6,6,4,4,10,4,8,2,4
user_0742,8,8,8,6,7,3,4,9,7,7,8
user_0743,5,7,2,7,1,10,6,7,2,8,10
user_0744,8,5,4,4,4,5,8,6,3,5,6
user_0745,8,10,4,7,1,3,8,9,3,9,8
user_0746,8,5,5,8,4,9,7,3,8,4,8
user_0747,6,7,7,4,7,3,5,7,8,7,7
user_0748,9,7,2,7,4,1,10,4,4,10,7
user_0749,8,5,6,6,5,1,8,6,7,5,4
user_0750,6,6,8,6,2,4,6,7,10,3,8
user_0751,7,9,6,7,2,6,1,9,3,7,8
user_0752,10,10,4,5,3,3,8,10,3,4,5
user_0753,8,5,9,6,3,1,5,9,8,5,10
user_0754,10,5,7,6,5,7,7,4,3,3,6
user_0755,5,8,6,9,5,2,5,9,3,10,5
user_0756,10,8,5,4,6,2,10,7,7,4,7
user_0757,3,5,8,10,5,8,3,6,5,8,7
user_0758,4,8,3,8,2,6,3,4,3,7,10
user_0759,6,10,4,9,4,10,3,7,6,9,7
user_0760,6,8,2,5,7,8,7,5,2,9,6
user_0761,4,8,5,5,4,4,3,7,4,8,8
user_0762,5,3,3,6,6,1,3,9,7,7,7
user_0763,8,5,6,4,9,9,10,7,8,3,6
user_0764,8,6,10,7,6,8,6,6,8,10,10
user_0765,6,6,7,6,6,1,9,3,10,4,8
user_0766,9,7,3,6,6,8,7,10,1,9,8
user_0767,8,8,2,6,5,7,6,6,3,7,8
user_0768,7,3,7,8,3,2,4,6,1,5,8
user_0769,6,5,6,10,6,8,7,6,7,6,7
user_0770,8,7,6,5,5,2,10,9,1,8,5
user_0771,8,6,8,7,2,10,6,10,8,6,9
user_0772,9,3,6,7,7,2,10,3,8,4,7
user_0773,8,7,7,7,8,5,6,3,4,5,5
user_0774,7,9,4,7,4,10,2,10,5,9,7
user_0775,6,8,4,7,4,6,3,10,5,10,5
user_0776,6,7,8,7,5,10,6,5,10,4,8
user_0777,6,10,3,7,6,5,4,10,2,10,6
user_0778,7,6,6,9,6,9,6,8,5,6,8
user_0779,4,10,5,10,4,7,5,9,4,8,6
user_0780,8,6,2,5,5,2,9,5,3,8,9
user_0781,4,6,2,6,3,9,5,8,6,10,10
user_0782,10,5,8,5,5,4,10,5,6,5,6
user_0783,6,8,6,9,6,8,7,6,6,7,8
user_0784,8,6,7,6,6,7,7,6,6,4,6
user_0785,6,7,9,5,6,8,9,6,9,7,8
user_0786,9,6,7,9,3,7,4,5,5,2,6
user_0787,10,6,5,5,4,2,8,7,9,4,5
user_0788,9,10,10,4,8,7,6,7,9,7,7
user_0789,5,7,10,5,4,5,7,9,6,8,8
user_0790,7,9,7,4,1,3,6,9,8,5,8
user_0791,7,4,8,4,6,8,9,6,7,7,5
user_0792,8,8,3,6,4,2,8,7,3,6,6
user_0793,7,9,2,7,3,2,6,6,4,8,10
user_0794,8,10,3,8,4,7,9,4,7,10,7
user_0795,5,8,1,6,5,6,6,9,5,9,6
user_0796,3,9,3,3,6,3,9,7,7,8,8
user_0797,4,10,3,8,3,1,4,10,4,8,6
user_0798,7,9,4,6,4,9,5,7,6,9,10
user_0799,3,8,4,9,4,6,3,9,4,9,7
user_0800,10,5,10,7,3,2,10,6,6,8,3
user_0801,5,6,6,10,6,6,6,7,9,6,5
user_0802,5,8,3,5,3,7,8,6,2,10,6
user_0803,2,7,1,4,1,1,5,6,4,5,7
user_0804,6,10,10,7,3,10,9,5,6,7,4
user_0805,6,7,6,7,5,6,8,7,7,6,7
user_0806,6,6,3,5,4,10,8,8,3,8,8
user_0807,5,9,2,8,2,4,5,10,6,9,8
user_0808,10,6,6,5,2,8,9,4,8,5,3
user_0809,7,6,6,8,3,2,9,2,6,5,6
user_0810,5,9,8,5,4,9,10,9,10,8,7
user_0811,3,6,8,3,2,2,4,7,10,9,7
user_0812,4,5,1,4,2,5,5,6,4,7,7
user_0813,6,7,5,6,3,4,6,10,3,8,7
user_0814,5,8,4,8,1,7,5,6,4,5,7
user_0815,5,6,1,5,5,9,5,8,6,8,8
user_0816,6,7,3,3,5,10,5,8,2,8,9
user_0817,4,10,6,6,1,9,9,10,6,7,8
user_0818,7,9,4,4,4,10,9,10,6,9,7
user_0819,5,6,7,6,5,5,8,6,8,7,5
user_0820,8,7,3,6,5,3,9,8,7,10,6
user_0821,1,9,8,4,3,5,6,8,6,6,7
user_0822,7,8,7,4,3,6,7,10,5,7,9
user_0823,5,9,4,6,6,3,7,7,7,7,5
user_0824,6,5,1,5,5,3,7,9,2,10,9
user_0825,5,8,4,9,2,7,2,9,4,10,6
user_0826,7,6,1,4,5,3,10,9,4,7,6
user_0827,9,8,7,5,1,1,9,7,6,4,5
user_0828,5,9,3,5,3,9,8,10,5,6,5
user_0829,8,7,8,2,4,7,10,5,5,4,8
user_0830,5,10,8,10,6,8,7,9,7,6,5
user_0831,9,7,7,6,5,3,8,5,10,7,8
user_0832,5,10,9,4,5,5,8,7,10,6,8
user_0833,6,4,10,8,5,6,10,5,7,6,7
user_0834,5,9,4,7,5,10,6,6,1,8,8
user_0835,5,8,8,5,1,2,5,8,5,9,6
user_0836,5,7,4,7,8,3,9,7,2,7,7
user_0837,9,5,5,6,7,10,9,5,7,7,5
user_0838,7,6,4,2,4,2,7,5,2,9,6
user_0839,7,8,9,7,4,8,4,10,9,7,9
user_0840,10,5,10,5,3,7,10,7,8,7,7
user_0841,6,8,7,8,7,10,2,10,4,6,7
user_0842,5,8,5,9,4,7,6,6,7,6,7
user_0843,7,9,8,4,4,4,6,9,7,5,8
user_0844,4,7,3,7,3,9,6,8,4,7,7
user_0845,6,10,3,4,5,6,6,8,7,6,6
user_0846,3,7,5,8,3,2,7,8,7,5,4
user_0847,5,4,9,4,5,10,6,8,10,6,8
user_0848,5,9,6,8,5,9,5,7,4,10,9
user_0849,9,5,10,4,7,5,10,6,6,6,8
user_0850,9,6,3,5,3,4,9,8,5,5,5
user_0851,9,6,9,8,2,10,5,8,5,6,6
user_0852,8,8,4,6,4,1,8,6,5,7,5
user_0853,8,5,6,5,3,5,7,4,7,6,6
user_0854,7,2,7,9,7,3,10,5,9,5,5
user_0855,5,5,2,5,4,5,8,8,5,7,8
user_0856,5,6,9,6,5,6,7,7,10,7,6
user_0857,7,9,5,6,1,1,8,9,4,8,9
user_0858,4,7,7,10,4,7,6,7,5,3,6
user_0859,9,4,4,7,5,3,9,7,3,3,6
user_0860,8,4,9,9,4,9,5,6,8,5,6
user_0861,9,4,10,6,5,4,10,3,10,2,8
user_0862,4,9,5,6,3,9,3,6,6,10,5
user_0863,4,9,3,7,5,6,6,7,5,8,9
user_0864,6,7,6,7,3,7,6,9,2,8,7
user_0865,8,6,5,6,4,1,3,4,3,8,9
user_0866,4,7,7,8,6,1,4,6,9,7,6
user_0867,9,4,8,10,4,2,7,5,5,7,5
user_0868,7,10,3,7,3,6,7,8,4,8,10
user_0869,3,9,2,8,5,7,5,7,7,10,7
user_0870,5,9,5,6,3,7,6,10,2,8,9
user_0871,10,5,5,6,7,7,10,6,8,8,8
user_0872,6,7,7,5,5,2,7,8,9,8,9
user_0873,5,7,7,9,4,1,5,10,8,7,7
user_0874,6,7,9,3,1,3,6,8,8,10,10
user_0875,4,10,4,7,7,10,4,7,3,5,8
user_0876,7,7,7,8,4,6,7,6,7,7,4
user_0877,9,6,2,6,4,7,7,9,4,8,5
user_0878,5,10,2,6,6,2,3,7,5,9,8
user_0879,7,6,8,5,4,7,9,5,6,6,7
user_0880,1,8,5,6,2,7,2,8,6,10,6
user_0881,3,7,5,7,4,2,1,7,4,9,6
user_0882,6,7,7,10,5,5,6,6,7,7,6
user_0883,10,8,8,5,6,6,7,4,8,6,8
user_0884,8,4,6,8,7,6,8,4,4,7,5
user_0885,4,9,3,5,4,3,4,7,4,7,6
user_0886,10,6,1,2,4,9,7,8,4,5,9
user_0887,10,6,7,3,5,2,10,6,6,6,9
user_0888,6,9,2,6,4,9,4,8,3,9,8
user_0889,5,4,8,6,8,6,9,5,6,4,6
user_0890,6,8,7,4,2,3,10,8,9,6,7
user_0891,8,5,5,7,5,2,7,6,4,5,4
user_0892,7,3,6,7,5,5,9,7,6,2,4
user_0893,10,5,5,6,4,3,9,2,6,3,5
user_0894,4,9,5,5,4,3,4,7,8,9,8
user_0895,8,10,3,6,2,2,5,7,4,8,7
user_0896,9,3,5,6,5,8,10,3,6,6,6
user_0897,6,6,7,8,6,10,3,6,7,7,4
user_0898,5,10,3,7,5,10,4,8,3,8,8
user_0899,5,9,6,10,4,10,8,5,6,9,7
user_0900,10,7,7,3,4,10,10,7,10,4,5
user_0901,8,9,9,3,3,6,5,7,10,8,6
user_0902,9,3,3,7,5,8,7,2,5,4,5
user_0903,8,10,2,7,5,8,9,7,5,8,8
user_0904,5,6,7,7,4,5,6,7,9,8,7
user_0905,6,8,4,3,3,5,3,9,3,7,6
user_0906,5,7,4,6,1,1,3,8,4,6,6
user_0907,6,8,9,4,4,9,6,6,9,10,6
user_0908,9,7,1,8,8,5,10,7,2,6,9
user_0909,5,9,6,9,7,8,5,10,9,6,7
user_0910,9,7,2,7,6,1,8,6,2,8,7
user_0911,6,9,10,8,2,5,6,9,9,10,7
user_0912,10,8,5,5,5,2,9,10,5,7,4
user_0913,1,6,6,7,4,10,5,9,3,9,6
user_0914,6,10,5,7,1,7,4,8,6,8,6
user_0915,5,6,7,8,4,10,3,6,6,6,6
user_0916,5,9,6,7,3,1,4,9,5,10,6
user_0917,5,6,8,10,6,10,5,5,5,7,6
user_0918,8,6,8,4,6,4,9,7,7,4,7
user_0919,6,7,8,6,3,10,6,5,9,7,5
user_0920,4,4,7,9,3,9,3,9,9,3,7
user_0921,10,4,6,6,4,1,6,6,4,5,4
user_0922,3,5,8,9,4,2,7,8,7,5,7
user_0923,6,7,5,3,1,6,6,7,3,5,7
user_0924,9,6,8,5,6,2,8,6,5,4,8
user_0925,6,8,4,5,3,3,3,9,3,10,10
user_0926,6,10,3,4,5,4,7,6,2,10,7
user_0927,7,8,8,4,3,8,10,5,5,8,7
user_0928,8,8,5,10,4,9,3,6,7,6,7
user_0929,6,9,3,8,4,10,1,9,5,9,6
user_0930,7,5,4,7,8,6,7,3,5,5,7
user_0931,7,9,9,3,5,5,8,9,9,8,6
user_0932,8,5,8,8,4,7,3,6,5,6,8
user_0933,5,7,4,3,1,6,6,6,5,8,7
user_0934,10,5,7,7,5,10,9,8,7,6,6
user_0935,6,8,6,6,5,6,7,8,5,8,7
user_0936,8,8,2,6,1,6,8,8,5,7,6
user_0937,10,10,3,6,6,9,5,7,6,9,6
user_0938,7,5,7,6,3,7,8,2,9,5,6
user_0939,6,6,7,4,2,5,7,6,10,9,6
user_0940,9,8,7,5,5,10,10,6,7,5,6
user_0941,7,7,1,5,4,3,8,6,3,7,5
user_0942,6,6,9,5,2,2,5,10,9,8,8
user_0943,5,9,5,7,5,3,5,7,4,6,4
user_0944,8,6,8,5,6,5,4,8,8,9,8
user_0945,7,5,6,6,7,7,7,4,7,5,5
user_0946,8,5,6,7,7,10,7,6,7,6,6
user_0947,10,5,7,6,5,2,8,8,5,4,7
user_0948,7,10,6,5,1,9,7,8,10,8,6
user_0949,6,6,4,9,2,6,7,6,8,6,6
user_0950,6,7,3,6,2,3,4,9,5,8,5
user_0951,9,7,8,4,7,9,10,5,9,5,5
user_0952,4,6,5,5,5,7,5,10,5,7,7
user_0953,6,10,6,10,2,6,3,7,5,9,8
user_0954,9,9,1,5,6,6,7,6,5,6,7
user_0955,7,7,10,5,6,3,6,9,10,7,10
user_0956,9,5,7,6,5,6,10,2,8,4,6
user_0957,5,6,4,8,4,8,6,6,4,10,8
user_0958,8,4,6,2,6,4,7,2,8,3,6
user_0959,10,2,4,7,7,3,6,5,7,1,4
user_0960,9,7,5,7,5,5,7,6,3,8,7
user_0961,2,9,4,5,5,2,8,3,4,5,7
user_0962,5,9,4,4,3,9,5,10,3,10,8
user_0963,6,7,4,7,2,9,4,8,7,6,4
user_0964,10,7,3,4,4,6,5,7,6,7,7
user_0965,3,8,4,6,3,10,5,8,3,8,7
user_0966,10,6,7,9,6,10,10,5,4,6,5
user_0967,5,7,6,9,4,3,7,6,6,5,6
user_0968,9,5,5,4,6,3,10,3,9,5,6
user_0969,5,5,5,4,2,10,7,5,1,7,7
user_0970,6,7,7,5,3,3,4,8,4,9,10
user_0971,9,6,8,6,5,8,8,8,9,3,8
user_0972,6,9,2,5,5,7,7,8,2,8,7
user_0973,6,8,9,6,2,4,6,8,6,7,7
user_0974,4,8,8,7,7,10,5,7,6,8,6
user_0975,5,6,6,6,4,8,7,7,7,6,6
user_0976,8,5,5,7,5,9,10,6,6,4,6
user_0977,6,3,7,7,6,5,8,6,7,6,8
user_0978,1,8,1,5,3,8,8,8,4,9,7
user_0979,5,9,2,6,1,4,6,8,6,5,8
user_0980,8,8,9,4,3,10,8,7,9,7,9
user_0981,7,7,10,7,6,8,4,7,8,3,7
user_0982,5,6,4,7,3,5,6,8,4,6,6
user_0983,6,8,2,5,3,7,3,5,3,8,8
user_0984,3,7,4,6,7,9,6,10,6,7,9
user_0985,4,9,6,7,4,3,5,7,7,5,5
user_0986,5,7,5,5,3,4,6,6,3,8,4
user_0987,6,8,4,4,4,10,5,8,4,8,8
user_0988,9,3,6,9,6,5,8,7,4,3,3
user_0989,8,7,2,6,5,8,6,7,3,8,8
user_0990,7,9,3,5,3,6,4,7,3,10,6
user_0991,6,9,3,6,5,2,3,9,8,10,5
user_0992,10,7,6,7,5,9,10,7,7,5,6
user_0993,4,8,1,7,4,2,5,6,3,9,7
user_0994,5,6,9,4,4,2,7,8,10,6,10
user_0995,5,10,7,8,3,3,3,4,3,7,6
user_0996,8,8,7,4,4,8,8,8,7,8,7
user_0997,3,7,6,6,6,3,5,8,4,9,9
user_0998,4,9,5,6,6,7,5,10,2,6,10
user_0999,7,7,4,6,3,4,7,7,1,6,8
user_1000,8,8,4,3,5,8,7,5,2,8,7
