user_id,passion,hobby,education_level,age,skills,openness,conscientiousness,extraversion,agreeableness,neuroticism,salary_importance,work_life_balance,career_title
user_1106,Volunteering,Gardening,Master's,37,"UI/UX Design,Video Editing,Research,AI Prompt Engineering,Leadership",8,4,2,4,8,10,8,Biomedical Engineer
user_1107,Magic,Knitting,High School,27,"Writing,Critical Thinking,Public Speaking",8,8,10,5,4,4,3,Lawyer
user_1108,Animals,Meditation,High School,57,"Research,Programming,Graphic Design,Cybersecurity,Robotics",5,3,7,3,1,4,8,Chef
user_1109,Art,Singing,Vocational,60,"Financial Literacy,Research",5,2,9,2,4,6,10,Lawyer
user_1110,Dancing,Photography,Bachelor's,19,"UI/UX Design,Driving,Leadership,Programming",2,9,7,5,5,9,3,Statistician
user_1111,Fashion,Pottery,Associate's,46,"Singing,Carpentry",1,1,5,9,1,7,8,Sales Representative
user_1112,Entrepreneurship,Skiing,Master's,40,"Critical Thinking,Programming,Data Analysis",10,7,9,9,3,8,7,Data Scientist
user_1113,Psychology,Cycling,Associate's,23,"Data Analysis,Negotiation,Foreign Languages,Public Speaking,Writing",9,4,3,8,5,9,9,Electrician
user_1114,Collecting,Astronomy,Doctorate,60,"Carpentry,Critical Thinking,Financial Literacy,Public Speaking,Weightlifting",10,7,5,10,7,7,9,Actor
user_1115,Fitness,Painting,High School,46,"Project Management,Singing",6,2,7,3,3,6,10,Social Worker
user_1116,Animals,Astronomy,Vocational,35,"Singing,Cybersecurity,Leadership,Digital Marketing,AI Prompt Engineering",1,7,3,5,7,8,3,Social Worker
user_1117,Meditation,Photography,High School,37,"Photography,Robotics",2,10,4,6,10,3,4,Biomedical Engineer
user_1118,Cooking,Playing Guitar,High School,34,"Singing,Leadership,Data Analysis,Video Editing",6,1,3,6,5,5,8,Psychologist
user_1119,Art,Rock Climbing,Vocational,62,"First Aid,Programming,Research,Time Management",7,7,2,8,8,2,9,Journalist
user_1120,Gaming,Traveling,Doctorate,18,"Electrical Repair,Robotics,Singing,Project Management,Data Analysis",5,2,8,5,7,9,2,Architect
user_1121,Reading,Collecting Stamps,Doctorate,52,"Cybersecurity,Time Management,Video Editing",10,9,8,5,9,7,10,Architect
user_1122,Film,Gardening,High School,25,"Empathy,AI Prompt Engineering,Driving",3,1,8,6,4,7,1,Actor
user_1123,Meditation,Collecting Stamps,Master's,53,"Photography,Foreign Languages,Cooking,Digital Marketing,Cybersecurity",3,2,9,10,5,6,6,Electrician
user_1124,Cars,Skiing,Master's,37,"Critical Thinking,Leadership,Time Management",5,3,1,5,7,7,5,Biomedical Engineer
user_1125,Languages,Swimming,Associate's,28,"Robotics,Research",5,6,7,6,8,8,6,Psychologist
user_1126,Languages,Pottery,Master's,19,"Project Management,Digital Marketing,Conflict Resolution,Research,Negotiation",5,7,7,3,3,7,6,Financial Analyst
user_1127,Photography,Traveling,High School,18,"Carpentry,Conflict Resolution,Data Analysis,Project Management,Critical Thinking",3,8,7,8,8,5,7,Construction Worker
user_1128,Psychology,Reading,Master's,50,"Critical Thinking,Programming,Data Analysis",1,9,1,2,8,10,9,Data Scientist
user_1129,Photography,Painting,Bachelor's,34,"UI/UX Design,Creativity",5,3,7,2,3,2,3,Graphic Designer
user_1130,Reading,Dancing,Doctorate,55,"Conflict Resolution,Sewing,Singing,Public Speaking,Electrical Repair",9,6,3,6,5,9,3,Electrician
user_1131,Sports,Dancing,Associate's,21,"Driving,Foreign Languages",5,5,6,5,8,6,3,Statistician
user_1132,Environment,Running,Master's,65,"Driving,AI Prompt Engineering,Empathy,Robotics,Graphic Design",8,8,7,4,4,5,3,Chef
user_1133,Cooking,Singing,High School,48,"Cybersecurity,Programming,Financial Literacy,Singing",1,2,10,7,4,1,5,Dentist
user_1134,Gaming,Pottery,Vocational,35,"Cooking,Conflict Resolution,Digital Marketing",5,1,1,2,9,2,7,Mechanic
user_1135,Cooking,Chess,Associate's,34,"First Aid,Foreign Languages,Public Speaking,Robotics",9,4,9,6,2,8,10,Construction Worker
user_1136,Cars,Collecting Stamps,High School,27,"Leadership,Driving,First Aid,Conflict Resolution,Singing",7,10,10,10,7,10,9,Electrician
user_1137,Psychology,Painting,Bachelor's,24,"Robotics,Electrical Repair,Driving,Project Management",5,7,4,1,2,10,9,Sales Representative
user_1138,Photography,Meditation,Bachelor's,28,"Digital Marketing,Time Management,Research",2,3,2,9,8,1,7,Journalist
user_1139,Animals,Running,Vocational,28,"Data Analysis,Public Speaking,Robotics",2,1,3,4,3,1,1,HR Manager
user_1140,Fitness,Fitness,Associate's,46,"Empathy,First Aid",5,4,6,7,2,5,1,Registered Nurse
user_1141,Environment,Gardening,Bachelor's,35,"Research,Sewing,Conflict Resolution,Singing,Financial Literacy",3,4,6,5,7,10,6,Social Worker
user_1142,Cooking,Reading,Associate's,35,"Empathy,Time Management,Video Editing,Electrical Repair",2,6,1,1,7,7,7,UX Designer
user_1143,Collecting,Photography,Doctorate,23,"Critical Thinking,Programming,Research",8,9,6,2,7,10,10,Chef
user_1144,Environment,Running,Vocational,45,"Singing,Photography,Critical Thinking,Project Management,Video Editing",9,10,10,10,7,3,7,Construction Worker
user_1145,Gaming,Pottery,Doctorate,54,"Writing,Leadership",8,10,2,6,1,6,10,Architect
user_1146,Entrepreneurship,Reading,Doctorate,56,"Project Management,Programming,Graphic Design",3,7,6,8,9,10,9,Statistician
user_1147,Chess,Meditation,Associate's,26,"Research,Electrical Repair",6,6,9,6,2,8,8,Environmental Scientist
user_1148,Cooking,Astronomy,High School,24,"First Aid,Graphic Design,AI Prompt Engineering",10,7,3,7,5,3,3,Biomedical Engineer
user_1149,Art,Astronomy,Doctorate,34,"First Aid,UI/UX Design,Project Management,Data Analysis",9,6,5,6,8,1,6,Farm Worker
user_1150,Collecting,Dancing,Bachelor's,18,"Empathy,Public Speaking",2,7,4,6,7,5,1,Plumber
user_1151,Cooking,Traveling,Master's,57,"Weightlifting,Empathy,Research,First Aid",1,1,2,8,9,9,3,Social Worker
user_1152,Entrepreneurship,Chess,High School,25,"Critical Thinking,Data Analysis,Programming",2,10,6,1,10,3,8,Data Scientist
user_1153,Technology,Playing Guitar,Bachelor's,21,"Photography,Public Speaking,Electrical Repair",2,7,10,6,1,1,8,Mechanic
user_1154,Fitness,Playing Guitar,Doctorate,27,"Foreign Languages,Time Management,Singing,Photography,Conflict Resolution",7,6,3,10,5,5,8,HR Manager
user_1155,Languages,Yoga,Master's,23,"Weightlifting,Sewing,Empathy",2,1,5,6,1,3,6,Financial Analyst
user_1156,Fitness,Hiking,Doctorate,41,"First Aid,Leadership,Sewing,Weightlifting,Robotics",4,6,3,7,9,1,7,Statistician
user_1157,Gaming,Playing Guitar,Doctorate,34,"UI/UX Design,Singing,Leadership,Photography",9,5,3,6,4,7,5,Sales Representative
user_1158,Meditation,Video Gaming,Associate's,63,"Video Editing,Negotiation",8,10,6,6,2,6,7,Farm Worker
user_1159,Magic,Fishing,Associate's,24,"Writing,Financial Literacy",5,1,10,2,4,2,2,Architect
user_1160,Gardening,Astronomy,Associate's,63,"Driving,Video Editing,Public Speaking,Cybersecurity,Carpentry",3,1,7,10,6,4,6,Civil Engineer
user_1161,Chess,Fishing,Master's,40,"Programming,Carpentry",7,1,2,6,2,6,4,Farm Worker
user_1162,Volunteering,Reading,Bachelor's,34,"Critical Thinking,Empathy",6,10,6,1,4,2,1,Registered Nurse
user_1163,Psychology,Origami,Master's,25,"First Aid,Negotiation",3,1,4,7,1,9,10,Financial Analyst
user_1164,Cars,Fishing,Master's,57,"Singing,Negotiation,Sewing",4,6,10,6,3,1,6,Electrician
user_1165,Music,Skiing,High School,43,"UI/UX Design,Robotics,Singing,Public Speaking,Graphic Design",9,7,8,8,5,1,4,Sales Representative
user_1166,Fitness,Yoga,Master's,62,"Conflict Resolution,Digital Marketing,Programming,Video Editing",8,8,7,3,6,6,1,Plumber
user_1167,Gardening,Chess,Vocational,43,"Critical Thinking,Data Analysis,Electrical Repair",9,5,3,10,1,3,10,AI Engineer
user_1168,Technology,Reading,Master's,43,"Critical Thinking,Programming",1,9,9,7,9,5,4,Software Engineer
user_1169,Languages,Painting,Master's,18,"Weightlifting,Driving,Cooking,UI/UX Design",8,6,10,9,9,8,6,Electrician
user_1170,Cooking,Knitting,High School,32,"Foreign Languages,Driving,Research",3,1,3,8,6,6,9,Chef
user_1171,Music,Traveling,Bachelor's,25,"Research,Negotiation",3,4,9,1,3,4,7,Civil Engineer
user_1172,Dancing,Pottery,Master's,49,"Driving,Negotiation",10,2,7,2,2,9,7,Actor
user_1173,Animals,Origami,Associate's,54,"Cybersecurity,Writing,Carpentry,Data Analysis,Video Editing",9,9,1,1,6,4,8,Mechanic
user_1174,Volunteering,Traveling,Master's,48,"Research,Leadership,First Aid",6,5,1,2,9,3,3,Civil Engineer
user_1175,Fitness,Running,Vocational,58,"Project Management,Driving,Public Speaking",5,2,5,5,8,5,4,Biomedical Engineer
user_1176,Psychology,Hiking,Doctorate,18,"Empathy,Financial Literacy,Programming",3,1,4,1,5,3,4,Biomedical Engineer
user_1177,Technology,Scuba Diving,Vocational,20,"Leadership,Graphic Design,Foreign Languages",6,1,7,5,7,4,1,Electrician
user_1178,Entrepreneurship,Origami,Master's,24,"Project Management,Sewing,Graphic Design",1,3,10,2,7,2,8,Construction Worker
user_1179,Dancing,Astronomy,High School,34,"Robotics,Empathy,Singing",5,2,10,7,7,3,3,Financial Analyst
user_1180,Art,Dancing,Bachelor's,53,"Robotics,Foreign Languages,UI/UX Design,Video Editing",8,1,7,4,7,3,2,Social Worker
user_1181,Fitness,Board Games,Associate's,37,"Electrical Repair,Foreign Languages",7,4,5,10,4,4,10,Sales Representative
user_1182,Travel,Painting,Vocational,42,"Foreign Languages,Weightlifting,Robotics",2,2,5,3,5,4,7,Farm Worker
user_1183,Volunteering,Rock Climbing,Master's,58,"Singing,Empathy",8,10,10,2,10,7,3,Dentist
user_1184,Travel,Running,Associate's,33,"Empathy,Critical Thinking,Electrical Repair",3,6,1,6,9,4,4,Electrician
user_1185,Meditation,Dancing,Doctorate,51,"Video Editing,Programming,Negotiation,Empathy,First Aid",6,8,7,10,5,8,6,HR Manager
user_1186,Reading,Dancing,Master's,48,"Video Editing,UI/UX Design,Empathy,AI Prompt Engineering",9,7,2,7,4,5,3,Electrician
user_1187,Magic,Reading,Master's,39,"Leadership,Graphic Design,Robotics,Cooking",3,7,10,3,6,6,10,HR Manager
user_1188,Gaming,Dancing,Bachelor's,30,"Critical Thinking,Programming",5,1,5,9,10,4,4,Software Engineer
user_1189,Languages,Gardening,Bachelor's,54,"Digital Marketing,Driving,Sewing,Electrical Repair,Data Analysis",1,1,9,2,8,9,6,HR Manager
user_1190,Entrepreneurship,Cooking,Doctorate,32,"Data Analysis,Programming,Critical Thinking",5,5,8,1,2,8,4,Data Scientist
user_1191,Fashion,Video Gaming,Bachelor's,26,"Video Editing,Driving,Cooking,Foreign Languages,Photography",4,8,1,2,5,1,1,Statistician
user_1192,Cars,Pottery,Doctorate,20,"Programming,UI/UX Design",3,8,3,3,2,5,3,Psychologist
user_1193,Photography,Meditation,Doctorate,25,"Sewing,Video Editing,Leadership",2,8,3,1,4,2,4,Chef
user_1194,Art,Painting,Bachelor's,45,"Creativity,Graphic Design",6,10,6,4,4,3,3,Graphic Designer
user_1195,Cooking,Reading,Associate's,41,"Cybersecurity,Robotics,Weightlifting,Research,Digital Marketing",6,4,3,4,7,7,2,Biomedical Engineer
user_1196,Fashion,Gardening,Master's,29,"AI Prompt Engineering,Writing,Research,Data Analysis,Sewing",9,3,4,7,1,2,1,Architect
user_1197,Chess,Running,Doctorate,53,"Cybersecurity,Graphic Design,Conflict Resolution",8,7,5,9,5,7,8,Electrician
user_1198,Psychology,Painting,Vocational,28,"Financial Literacy,Data Analysis",10,5,5,3,6,9,10,Financial Analyst
user_1199,Fashion,Photography,Doctorate,21,"Graphic Design,Creativity,UI/UX Design",2,2,9,1,5,7,8,Graphic Designer
user_1200,Gaming,Yoga,High School,59,"Project Management,Programming,Weightlifting,Driving",2,4,7,3,7,1,9,Plumber
user_1201,Reading,Reading,Associate's,42,"Data Analysis,Critical Thinking",6,2,7,5,2,2,10,Data Scientist
user_1202,DIY,Knitting,Master's,31,"Electrical Repair,Singing,Writing,Negotiation",3,1,8,1,3,1,5,Sales Representative
user_1203,Film,Yoga,Vocational,58,"Leadership,Empathy",10,7,8,9,10,8,7,Elementary Teacher
user_1204,Astronomy,Origami,Bachelor's,32,"Research,AI Prompt Engineering",3,3,8,7,1,8,6,Lawyer
user_1205,Photography,Singing,Doctorate,31,"Photography,Data Analysis,AI Prompt Engineering,Graphic Design",7,6,5,4,1,9,10,Construction Worker
user_1206,Volunteering,Volunteering,Master's,39,"Leadership,Empathy,Public Speaking",8,1,1,1,3,7,9,Elementary Teacher
user_1207,Fitness,Meditation,Bachelor's,55,"UI/UX Design,Critical Thinking,Weightlifting,Graphic Design,Foreign Languages",4,7,6,7,1,5,6,AI Engineer
user_1208,Travel,Gardening,Master's,65,"First Aid,Time Management,Foreign Languages,AI Prompt Engineering,Carpentry",8,8,2,2,10,6,3,Pilot
user_1209,Fashion,Baking,High School,29,"Negotiation,Data Analysis,Carpentry,Leadership",3,8,7,4,7,5,4,Sales Representative
user_1210,Animals,Board Games,Associate's,57,"Negotiation,UI/UX Design,Critical Thinking,Foreign Languages,Driving",7,4,5,6,5,5,4,Cybersecurity Specialist
user_1211,Magic,Collecting Stamps,Master's,33,"Robotics,Cybersecurity,Conflict Resolution",5,5,10,8,5,4,10,Sales Representative
user_1212,Photography,Gardening,Master's,39,"Project Management,AI Prompt Engineering,Empathy,Writing,UI/UX Design",4,10,9,9,10,5,2,Civil Engineer
user_1213,Volunteering,Volunteering,Associate's,55,"Empathy,Critical Thinking,First Aid",6,6,8,10,3,3,1,Registered Nurse
user_1214,Fitness,Knitting,High School,27,"Time Management,Public Speaking,Robotics",1,3,6,2,3,2,4,Plumber
user_1215,Gardening,Meditation,Associate's,58,"Programming,Singing,Foreign Languages,Research,Graphic Design",10,10,4,2,5,6,9,Financial Analyst
user_1216,Magic,Chess,Vocational,33,"Data Analysis,Programming",3,3,1,4,4,5,8,Data Scientist
user_1217,Photography,Writing,Bachelor's,63,"Leadership,Empathy,Cybersecurity,Driving,Research",7,9,1,1,9,6,3,Chef
user_1218,Film,Bird Watching,Bachelor's,36,"Electrical Repair,First Aid",4,1,5,4,6,1,3,Journalist
user_1219,Sports,Swimming,Bachelor's,39,"Electrical Repair,Sewing,Cooking",3,4,4,3,9,3,10,Biomedical Engineer
user_1220,Dancing,Hiking,Vocational,18,"Programming,Digital Marketing,Photography",5,7,8,8,2,2,7,Sales Representative
user_1221,History,Dancing,Associate's,33,"Carpentry,First Aid",6,4,1,2,3,4,10,Biomedical Engineer
user_1222,Psychology,Traveling,Vocational,20,"Singing,Critical Thinking,Electrical Repair",2,10,1,2,8,3,3,Marketing Manager
user_1223,Meditation,Chess,Doctorate,52,"Empathy,Sewing,Data Analysis,Robotics,UI/UX Design",8,8,6,5,7,2,10,UX Designer
user_1224,Gaming,Rock Climbing,Bachelor's,27,"Financial Literacy,Project Management,Cooking,Leadership,Conflict Resolution",2,3,3,6,10,1,10,Electrician
user_1225,DIY,Painting,Vocational,49,"Financial Literacy,Photography,Electrical Repair",10,2,3,2,3,2,2,Mechanic
user_1226,Technology,Scuba Diving,Master's,44,"Driving,UI/UX Design",2,8,1,8,5,1,4,HR Manager
user_1227,Psychology,Dancing,Vocational,56,"Empathy,Weightlifting,Sewing,Data Analysis",8,2,3,3,3,8,7,Marketing Manager
user_1228,Gaming,Cycling,Bachelor's,43,"Data Analysis,Critical Thinking,Programming",4,4,1,9,4,4,5,Software Engineer
user_1229,Volunteering,Collecting Stamps,Master's,39,"First Aid,Electrical Repair",1,3,1,6,10,7,9,Pilot
user_1230,History,Scuba Diving,Vocational,43,"Financial Literacy,Driving,Photography,Carpentry,Weightlifting",10,6,7,4,5,3,8,Marketing Manager
user_1231,Music,Swimming,High School,43,"Singing,Graphic Design,Project Management,Research",10,3,1,6,10,3,3,Civil Engineer
user_1232,Gardening,Fitness,Associate's,36,"Empathy,Critical Thinking,First Aid",7,3,10,5,3,1,7,Registered Nurse
user_1233,Film,Running,Associate's,24,"Photography,Empathy,Data Analysis",4,9,1,1,5,10,9,Journalist
user_1234,Cooking,Astronomy,High School,41,"Leadership,Driving,UI/UX Design,Weightlifting",2,6,9,3,7,9,7,Cybersecurity Specialist
user_1235,Volunteering,Reading,Associate's,30,"Public Speaking,Leadership,Empathy",3,10,9,8,8,9,8,Elementary Teacher
user_1236,Entrepreneurship,Baking,Associate's,65,"AI Prompt Engineering,Foreign Languages",3,4,5,3,2,10,3,Plumber
user_1237,Psychology,Photography,High School,36,"AI Prompt Engineering,First Aid,Singing",4,2,5,8,9,10,2,Chef
user_1238,History,Collecting Stamps,Associate's,54,"Financial Literacy,Carpentry",9,4,2,9,1,1,4,Biomedical Engineer
user_1239,Technology,Reading,Master's,34,"Programming,Data Analysis",6,1,6,3,5,4,9,Software Engineer
user_1240,Languages,Collecting Stamps,Vocational,60,"Public Speaking,Electrical Repair",7,9,7,3,8,7,4,Cybersecurity Specialist
user_1241,Languages,Origami,Vocational,31,"Foreign Languages,Weightlifting,Empathy,Graphic Design,Leadership",6,2,9,7,3,7,8,Dentist
user_1242,Film,Reading,Vocational,46,"Data Analysis,Critical Thinking,Programming",6,3,8,10,2,9,8,Data Scientist
user_1243,Art,Swimming,Doctorate,64,"Robotics,Time Management,Carpentry,Programming",9,9,2,5,4,2,10,Journalist
user_1244,Volunteering,Scuba Diving,High School,40,"Time Management,Conflict Resolution,Singing,Financial Literacy,Digital Marketing",9,5,6,8,3,1,3,UX Designer
user_1245,Collecting,Dancing,Master's,24,"Cooking,Electrical Repair,Photography",5,10,9,10,10,3,6,Biomedical Engineer
user_1246,Fitness,Origami,Vocational,55,"Electrical Repair,First Aid",8,3,10,7,7,10,5,Mechanic
user_1247,Music,Running,Master's,47,"Driving,Writing,First Aid,Singing",6,10,10,5,7,5,2,Architect
user_1248,Photography,Yoga,Bachelor's,51,"Photography,Video Editing,Empathy,Time Management",9,9,2,7,5,10,9,Farm Worker
user_1249,Cars,Pottery,Bachelor's,18,"Carpentry,Data Analysis,Robotics,Weightlifting",1,3,7,3,8,1,7,Dentist
user_1250,Meditation,Pottery,Vocational,20,"UI/UX Design,Graphic Design,Creativity",6,8,5,9,9,4,10,Graphic Designer
user_1251,Photography,Reading,Vocational,46,"UI/UX Design,Programming,Public Speaking,Photography",1,6,7,7,2,10,10,Plumber
user_1252,Sports,Board Games,Master's,30,"Singing,Driving,Conflict Resolution,Weightlifting,Critical Thinking",7,8,10,1,9,8,1,Architect
user_1253,Reading,Crafts,Vocational,39,"Empathy,Leadership,Public Speaking",10,10,1,7,8,5,6,Elementary Teacher
user_1254,Acting,Astronomy,Vocational,25,"UI/UX Design,Negotiation,AI Prompt Engineering,Foreign Languages",8,3,6,7,3,3,3,AI Engineer
user_1255,Languages,Reading,Associate's,49,"Writing,Weightlifting,Video Editing,Critical Thinking",9,5,6,6,10,4,10,Farm Worker
user_1256,Music,Bird Watching,High School,26,"Cooking,Empathy,Negotiation,Photography",2,3,10,1,1,4,7,Psychologist
user_1257,Fashion,Bird Watching,Vocational,45,"Singing,Financial Literacy,Empathy,Digital Marketing",10,6,9,6,6,9,6,Journalist
user_1258,Collecting,Fishing,High School,43,"Leadership,Cooking",8,6,10,2,8,2,1,HR Manager
user_1259,Fashion,Chess,Associate's,44,"Programming,Data Analysis",5,8,9,5,2,8,2,Data Scientist
user_1260,Collecting,Origami,Master's,31,"Cooking,Digital Marketing",8,9,9,1,4,4,2,Chef
user_1261,Cars,Pottery,Master's,29,"UI/UX Design,Public Speaking,Leadership,Writing,Singing",3,9,2,6,3,8,9,Cybersecurity Specialist
user_1262,Film,Photography,Associate's,29,"Electrical Repair,Cybersecurity",5,7,6,4,6,4,8,Psychologist
user_1263,Film,Bird Watching,Vocational,36,"Conflict Resolution,Video Editing,Writing,Graphic Design",8,8,7,3,10,7,10,Lawyer
user_1264,Animals,Chess,Bachelor's,58,"First Aid,Weightlifting,Cooking,Public Speaking,AI Prompt Engineering",10,10,10,1,1,2,1,Biomedical Engineer
user_1265,Technology,Reading,Bachelor's,25,"Programming,Critical Thinking,Data Analysis",5,3,5,7,5,9,9,Software Engineer
user_1266,Photography,Photography,Doctorate,38,"UI/UX Design,Graphic Design,Creativity",10,1,3,3,2,8,10,Graphic Designer
user_1267,Travel,Skiing,Master's,46,"Electrical Repair,Programming",6,10,9,5,5,6,2,Architect
user_1268,Dancing,Photography,Vocational,64,"Financial Literacy,Programming,Photography",9,9,6,7,9,2,2,Social Worker
user_1269,Gardening,Meditation,High School,19,"Robotics,Data Analysis,Electrical Repair",8,10,1,6,6,3,9,UX Designer
user_1270,Meditation,Writing,Associate's,65,"Sewing,Empathy",8,1,6,4,3,7,1,Journalist
user_1271,Collecting,Running,Vocational,54,"Critical Thinking,Project Management,Financial Literacy,Conflict Resolution,Cooking",6,2,4,7,1,10,1,Electrician
user_1272,Gardening,Gardening,Vocational,37,"Cybersecurity,Electrical Repair,Photography",7,2,6,9,8,4,7,Chef
user_1273,History,Knitting,Master's,33,"Negotiation,Digital Marketing,Research",10,1,1,6,9,6,7,Mechanic
user_1274,Entrepreneurship,Singing,Bachelor's,33,"Time Management,Carpentry,Negotiation,Research,Weightlifting",2,2,7,5,4,7,10,Plumber
user_1275,Music,Rock Climbing,Vocational,52,"Sewing,Financial Literacy,Video Editing,Foreign Languages,Programming",6,4,5,3,9,2,7,Farm Worker
user_1276,Psychology,Video Gaming,Associate's,58,"Cooking,Singing,Conflict Resolution",5,7,5,1,6,2,1,Biomedical Engineer
user_1277,Astronomy,Chess,Master's,25,"Data Analysis,Critical Thinking,Programming",8,2,9,10,4,10,6,Software Engineer
user_1278,Entrepreneurship,Chess,Doctorate,60,"Time Management,Carpentry",3,9,9,5,10,9,8,Pilot
user_1279,Chess,Video Gaming,Vocational,49,"Electrical Repair,First Aid",4,1,7,9,9,2,2,Mechanic
user_1280,Environment,Pottery,High School,50,"Photography,Singing,Writing,Electrical Repair,Financial Literacy",6,9,4,4,4,7,5,Social Worker
user_1281,Music,Collecting Stamps,High School,40,"Leadership,Robotics,Financial Literacy",7,1,3,9,3,7,3,Biomedical Engineer
user_1282,Collecting,Playing Guitar,High School,57,"Empathy,Financial Literacy",6,8,8,3,1,5,5,Plumber
user_1283,Travel,Cooking,Associate's,41,"Robotics,Singing,Financial Literacy",2,1,10,8,10,5,2,Sales Representative
user_1284,DIY,Running,Bachelor's,27,"First Aid,Conflict Resolution,UI/UX Design,Time Management,Foreign Languages",4,3,3,6,2,8,5,Mechanic
user_1285,Dancing,Cycling,Master's,57,"Public Speaking,Photography",5,7,9,7,2,7,4,Lawyer
user_1286,Cars,Cooking,High School,27,"Public Speaking,AI Prompt Engineering",6,4,7,7,3,2,10,HR Manager
user_1287,Fashion,Bird Watching,Master's,38,"Public Speaking,Data Analysis",8,4,3,6,10,1,1,Psychologist
user_1288,Fashion,Cooking,Vocational,23,"Photography,Singing",7,10,1,9,8,2,7,Journalist
user_1289,Magic,Scuba Diving,Associate's,65,"Research,Data Analysis,Writing,Time Management,Carpentry",9,2,8,1,8,5,5,Plumber
user_1290,Languages,Traveling,Vocational,29,"Project Management,Graphic Design,Financial Literacy,Video Editing",1,3,6,3,4,10,5,Plumber
user_1291,Meditation,Bird Watching,Vocational,42,"Photography,Driving",3,7,6,6,2,4,3,Actor
user_1292,Entrepreneurship,Dancing,Master's,40,"Critical Thinking,Programming,Data Analysis",1,3,2,2,10,2,6,Software Engineer
user_1293,Psychology,Yoga,Doctorate,56,"First Aid,Writing,Singing,Foreign Languages,Research",9,7,3,4,8,7,1,Environmental Scientist
user_1294,Technology,Reading,Bachelor's,40,"Data Analysis,Programming",8,5,10,10,3,2,7,Software Engineer
user_1295,History,Baking,Doctorate,26,"Research,Cooking,Digital Marketing",5,9,5,9,7,5,8,AI Engineer
user_1296,Gardening,Chess,Bachelor's,29,"Cybersecurity,Conflict Resolution,Programming",3,2,3,4,8,3,1,Lawyer
user_1297,Volunteering,Chess,Master's,36,"Data Analysis,Programming",10,1,1,9,9,10,10,Software Engineer
user_1298,Collecting,Rock Climbing,High School,42,"Robotics,Digital Marketing,Project Management",8,4,8,10,9,10,8,Sales Representative
user_1299,Meditation,Photography,Master's,45,"First Aid,Video Editing,Digital Marketing,Public Speaking,Programming",10,10,9,5,4,4,7,Architect
user_1300,Writing,Fishing,High School,60,"Cybersecurity,First Aid,Cooking,Leadership",3,10,5,3,1,4,5,Statistician
user_1301,Reading,Reading,Bachelor's,38,"Time Management,AI Prompt Engineering,First Aid,Critical Thinking,Weightlifting",5,7,7,8,3,1,2,Lawyer
user_1302,Writing,Scuba Diving,Master's,27,"Financial Literacy,Digital Marketing,Leadership",8,10,5,1,3,7,3,UX Designer
user_1303,Gardening,Origami,Vocational,47,"Research,UI/UX Design,Negotiation",4,7,5,3,4,6,8,HR Manager
user_1304,Gaming,Painting,Master's,62,"Data Analysis,Singing,Driving,Foreign Languages",2,3,6,6,10,1,5,Environmental Scientist
user_1305,Art,Chess,Bachelor's,44,"Public Speaking,Graphic Design",3,9,4,9,3,8,2,Electrician
user_1306,Technology,Origami,Master's,46,"Data Analysis,Programming,Critical Thinking",7,6,4,5,5,7,1,Data Scientist
user_1307,Meditation,Reading,High School,57,"Cooking,Digital Marketing",1,6,8,4,5,8,3,AI Engineer
user_1308,Gaming,Cooking,Vocational,38,"Empathy,Driving",3,8,3,7,8,1,9,Lawyer
user_1309,Writing,Traveling,Master's,46,"Conflict Resolution,Singing,Electrical Repair,Leadership,First Aid",10,5,8,8,2,3,10,Marketing Manager
user_1310,Volunteering,Yoga,Master's,54,"Critical Thinking,Project Management,Digital Marketing,Cooking,Conflict Resolution",5,4,5,1,5,7,7,Actor
user_1311,Sports,Collecting Stamps,Doctorate,40,"Negotiation,First Aid,Time Management",3,1,7,5,5,2,2,Cybersecurity Specialist
user_1312,Acting,Video Gaming,Vocational,18,"Digital Marketing,Critical Thinking,Cooking,Driving,Time Management",5,9,9,3,2,9,9,Social Worker
user_1313,Collecting,Board Games,High School,40,"Robotics,Data Analysis",1,3,2,3,6,5,4,Marketing Manager
user_1314,Fitness,Reading,Vocational,53,"Empathy,Critical Thinking",1,1,4,3,1,4,2,Registered Nurse
user_1315,Sports,Reading,Bachelor's,50,"Data Analysis,Critical Thinking",8,2,10,8,9,7,1,Data Scientist
user_1316,Dancing,Meditation,Doctorate,36,"Robotics,Leadership,Cooking,Conflict Resolution,Negotiation",1,2,2,4,8,6,4,Marketing Manager
user_1317,Volunteering,Writing,Bachelor's,51,"Writing,Project Management",8,10,1,4,8,2,7,Architect
user_1318,Meditation,Painting,Vocational,30,"First Aid,Writing,Sewing,Data Analysis,Singing",4,8,6,4,1,8,7,Pilot
user_1319,DIY,Scuba Diving,Master's,41,"Electrical Repair,Conflict Resolution,Leadership,Public Speaking",1,3,5,5,4,3,4,Dentist
user_1320,Entrepreneurship,Collecting Stamps,Doctorate,42,"Conflict Resolution,Electrical Repair,First Aid,Video Editing",8,1,7,8,6,2,7,Actor
user_1321,Art,Baking,High School,44,"Robotics,Project Management,Video Editing,Graphic Design",1,8,1,4,4,6,1,Psychologist
user_1322,Collecting,Playing Guitar,Master's,26,"Singing,Conflict Resolution,Critical Thinking,Leadership",2,4,1,1,5,2,7,Architect
user_1323,Reading,Crafts,Doctorate,57,"Leadership,Empathy,Public Speaking",4,4,10,6,4,5,9,Elementary Teacher
